and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
or,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
or,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,1111111111,1111111111
and,0000000000,1111111111
or,1111111111,1111111111
